Vehicle Class,Vehicle Category Group,Count,State,Vehicle Category
ANIMAL AMBULANCE,2WT,0,Haryana(178),AMBULANCE/HEARSES
ANIMAL AMBULANCE,HPV,0,Haryana(178),AMBULANCE/HEARSES
ANIMAL AMBULANCE,MGV,1,Haryana(178),AMBULANCE/HEARSES
HEARSES,HGV,0,Haryana(178),AMBULANCE/HEARSES
HEARSES,HPV,0,Haryana(178),AMBULANCE/HEARSES
HEARSES,LGV,1,Haryana(178),AMBULANCE/HEARSES
HEARSES,MPV,0,Haryana(178),AMBULANCE/HEARSES
HEARSES,LPV,1,Haryana(178),AMBULANCE/HEARSES
HEARSES,2WT,0,Haryana(178),AMBULANCE/HEARSES
HEARSES,MGV,0,Haryana(178),AMBULANCE/HEARSES
HEARSES,TOTAL,2,Haryana(178),AMBULANCE/HEARSES
CONSTRUCTION EQUIPMENT VEHICLE,LMV,44,Haryana(178),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,MMV,69,Haryana(178),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,HMV,222,Haryana(178),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,LGV,0,Haryana(178),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,MGV,0,Haryana(178),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,HGV,0,Haryana(178),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,OTH,371,Haryana(178),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,TOTAL,706,Haryana(178),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,LMV,0,Haryana(178),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,MMV,39,Haryana(178),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,HMV,3,Haryana(178),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,LGV,0,Haryana(178),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,MGV,0,Haryana(178),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,HGV,0,Haryana(178),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,OTH,321,Haryana(178),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,TOTAL,363,Haryana(178),CONSTRUCTION EQUIPMENT VEHICLE
ARTICULATED VEHICLE,LGV,0,Haryana(178),GOODS VEHICLES
ARTICULATED VEHICLE,MGV,0,Haryana(178),GOODS VEHICLES
ARTICULATED VEHICLE,HGV,334,Haryana(178),GOODS VEHICLES
ARTICULATED VEHICLE,TOTAL,334,Haryana(178),GOODS VEHICLES
CASH VAN,LGV,1,Haryana(178),GOODS VEHICLES
CASH VAN,MGV,0,Haryana(178),GOODS VEHICLES
CASH VAN,HGV,0,Haryana(178),GOODS VEHICLES
CASH VAN,TOTAL,1,Haryana(178),GOODS VEHICLES
GOODS CARRIER,LGV,"10,359",Haryana(178),GOODS VEHICLES
GOODS CARRIER,MGV,"2,041",Haryana(178),GOODS VEHICLES
GOODS CARRIER,HGV,"12,785",Haryana(178),GOODS VEHICLES
GOODS CARRIER,TOTAL,"25,185",Haryana(178),GOODS VEHICLES
MOBILE CLINIC,LGV,3,Haryana(178),GOODS VEHICLES
MOBILE CLINIC,MGV,0,Haryana(178),GOODS VEHICLES
MOBILE CLINIC,HGV,0,Haryana(178),GOODS VEHICLES
MOBILE CLINIC,TOTAL,3,Haryana(178),GOODS VEHICLES
BUS,LPV,"1,043",Haryana(178),PUBLIC SERVICE VEHICLE
BUS,MPV,671,Haryana(178),PUBLIC SERVICE VEHICLE
BUS,HPV,563,Haryana(178),PUBLIC SERVICE VEHICLE
BUS,TOTAL,"2,277",Haryana(178),PUBLIC SERVICE VEHICLE
CAMPER VAN / TRAILER,LPV,2,Haryana(178),PUBLIC SERVICE VEHICLE
CAMPER VAN / TRAILER,MPV,0,Haryana(178),PUBLIC SERVICE VEHICLE
CAMPER VAN / TRAILER,HPV,1,Haryana(178),PUBLIC SERVICE VEHICLE
CAMPER VAN / TRAILER,TOTAL,3,Haryana(178),PUBLIC SERVICE VEHICLE
EDUCATIONAL INSTITUTION BUS,LPV,"1,532",Haryana(178),PUBLIC SERVICE VEHICLE
EDUCATIONAL INSTITUTION BUS,TOTAL,"2,528",Haryana(178),PUBLIC SERVICE VEHICLE
EDUCATIONAL INSTITUTION BUS,MPV,970,Haryana(178),PUBLIC SERVICE VEHICLE
EDUCATIONAL INSTITUTION BUS,HPV,26,Haryana(178),PUBLIC SERVICE VEHICLE
OMNI BUS,LPV,37,Haryana(178),PUBLIC SERVICE VEHICLE
OMNI BUS,MPV,0,Haryana(178),PUBLIC SERVICE VEHICLE
OMNI BUS,TOTAL,37,Haryana(178),PUBLIC SERVICE VEHICLE
OMNI BUS,HPV,0,Haryana(178),PUBLIC SERVICE VEHICLE
PRIVATE SERVICE VEHICLE,MPV,0,Haryana(178),PUBLIC SERVICE VEHICLE
PRIVATE SERVICE VEHICLE,LPV,1,Haryana(178),PUBLIC SERVICE VEHICLE
PRIVATE SERVICE VEHICLE,HPV,0,Haryana(178),PUBLIC SERVICE VEHICLE
PRIVATE SERVICE VEHICLE,TOTAL,1,Haryana(178),PUBLIC SERVICE VEHICLE
ARMOURED/SPECIALISED VEHICLE,LMV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
ARMOURED/SPECIALISED VEHICLE,HMV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
ARMOURED/SPECIALISED VEHICLE,MGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
ARMOURED/SPECIALISED VEHICLE,HGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
ARMOURED/SPECIALISED VEHICLE,MMV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
ARMOURED/SPECIALISED VEHICLE,OTH,6,Haryana(178),SPECIAL CATEGORY VEHICLES
ARMOURED/SPECIALISED VEHICLE,LGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
ARMOURED/SPECIALISED VEHICLE,TOTAL,6,Haryana(178),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,OTH,109,Haryana(178),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,HMV,198,Haryana(178),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,LMV,5,Haryana(178),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,LGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,MGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,TOTAL,649,Haryana(178),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,MMV,337,Haryana(178),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,HGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,HMV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,OTH,0,Haryana(178),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,LMV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,TOTAL,5,Haryana(178),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,LGV,2,Haryana(178),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,HGV,3,Haryana(178),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,MMV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,MGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,MGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,LGV,7,Haryana(178),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,HGV,2,Haryana(178),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,OTH,0,Haryana(178),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,TOTAL,9,Haryana(178),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,MMV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,LMV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,HMV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
FORK LIFT,HMV,21,Haryana(178),SPECIAL CATEGORY VEHICLES
FORK LIFT,LMV,7,Haryana(178),SPECIAL CATEGORY VEHICLES
FORK LIFT,TOTAL,51,Haryana(178),SPECIAL CATEGORY VEHICLES
FORK LIFT,HGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
FORK LIFT,MGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
FORK LIFT,OTH,14,Haryana(178),SPECIAL CATEGORY VEHICLES
FORK LIFT,MMV,9,Haryana(178),SPECIAL CATEGORY VEHICLES
FORK LIFT,LGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
HARVESTER,MGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
HARVESTER,MMV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
HARVESTER,HGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
HARVESTER,TOTAL,688,Haryana(178),SPECIAL CATEGORY VEHICLES
HARVESTER,HMV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
HARVESTER,LGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
HARVESTER,LMV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
HARVESTER,OTH,688,Haryana(178),SPECIAL CATEGORY VEHICLES
MOBILE WORKSHOP,TOTAL,1,Haryana(178),SPECIAL CATEGORY VEHICLES
MOBILE WORKSHOP,HGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
MOBILE WORKSHOP,LGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
MOBILE WORKSHOP,MMV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
MOBILE WORKSHOP,OTH,1,Haryana(178),SPECIAL CATEGORY VEHICLES
MOBILE WORKSHOP,MGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
MOBILE WORKSHOP,HMV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
MOBILE WORKSHOP,LMV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
POWER TILLER,HGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
POWER TILLER,OTH,0,Haryana(178),SPECIAL CATEGORY VEHICLES
POWER TILLER,LMV,1,Haryana(178),SPECIAL CATEGORY VEHICLES
POWER TILLER,LGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
POWER TILLER,HMV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
POWER TILLER,MGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
POWER TILLER,MMV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
POWER TILLER,TOTAL,1,Haryana(178),SPECIAL CATEGORY VEHICLES
RECOVERY VEHICLE,MGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
RECOVERY VEHICLE,HMV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
RECOVERY VEHICLE,OTH,0,Haryana(178),SPECIAL CATEGORY VEHICLES
RECOVERY VEHICLE,TOTAL,11,Haryana(178),SPECIAL CATEGORY VEHICLES
RECOVERY VEHICLE,MMV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
RECOVERY VEHICLE,LMV,11,Haryana(178),SPECIAL CATEGORY VEHICLES
RECOVERY VEHICLE,LGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
RECOVERY VEHICLE,HGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
ROAD ROLLER,LGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
ROAD ROLLER,HGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
ROAD ROLLER,MGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
ROAD ROLLER,MMV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
ROAD ROLLER,TOTAL,4,Haryana(178),SPECIAL CATEGORY VEHICLES
ROAD ROLLER,HMV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
ROAD ROLLER,LMV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
ROAD ROLLER,OTH,4,Haryana(178),SPECIAL CATEGORY VEHICLES
TOWER WAGON,LMV,1,Haryana(178),SPECIAL CATEGORY VEHICLES
TOWER WAGON,OTH,0,Haryana(178),SPECIAL CATEGORY VEHICLES
TOWER WAGON,HMV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
TOWER WAGON,TOTAL,1,Haryana(178),SPECIAL CATEGORY VEHICLES
TOWER WAGON,LGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
TOWER WAGON,MMV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
TOWER WAGON,HGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
TOWER WAGON,MGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH COMPRESSOR,LGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH COMPRESSOR,HGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH COMPRESSOR,MGV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH COMPRESSOR,HMV,1,Haryana(178),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH COMPRESSOR,MMV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH COMPRESSOR,LMV,0,Haryana(178),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH COMPRESSOR,OTH,0,Haryana(178),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH COMPRESSOR,TOTAL,1,Haryana(178),SPECIAL CATEGORY VEHICLES
CAMPER VAN / TRAILER (PRIVATE USE),LMV,150,Haryana(178),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),HMV,1,Haryana(178),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),MMV,0,Haryana(178),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),LGV,0,Haryana(178),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),MGV,0,Haryana(178),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),HGV,0,Haryana(178),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),TOTAL,151,Haryana(178),TRAILER
TRAILER (COMMERCIAL),LMV,0,Haryana(178),TRAILER
TRAILER (COMMERCIAL),HMV,0,Haryana(178),TRAILER
TRAILER (COMMERCIAL),MMV,0,Haryana(178),TRAILER
TRAILER (COMMERCIAL),LGV,0,Haryana(178),TRAILER
TRAILER (COMMERCIAL),MGV,0,Haryana(178),TRAILER
TRAILER (COMMERCIAL),HGV,120,Haryana(178),TRAILER
TRAILER (COMMERCIAL),TOTAL,120,Haryana(178),TRAILER
AGRICULTURAL TRACTOR,LMV,"22,160",Haryana(178),TRACTOR
AGRICULTURAL TRACTOR,MMV,57,Haryana(178),TRACTOR
AGRICULTURAL TRACTOR,LGV,0,Haryana(178),TRACTOR
AGRICULTURAL TRACTOR,MGV,0,Haryana(178),TRACTOR
AGRICULTURAL TRACTOR,HGV,0,Haryana(178),TRACTOR
AGRICULTURAL TRACTOR,OTH,0,Haryana(178),TRACTOR
AGRICULTURAL TRACTOR,TOTAL,"22,217",Haryana(178),TRACTOR
M-CYCLE/SCOOTER,2WIC,0,Jharkhand(31),TWO WHEELER
M-CYCLE/SCOOTER,2WN,"1,87,090",Jharkhand(31),TWO WHEELER
M-CYCLE/SCOOTER,2WT,0,Jharkhand(31),TWO WHEELER
M-CYCLE/SCOOTER,TOTAL,"1,87,090",Jharkhand(31),TWO WHEELER
M-CYCLE/SCOOTER-WITH SIDE CAR,2WIC,0,Jharkhand(31),TWO WHEELER
M-CYCLE/SCOOTER-WITH SIDE CAR,2WN,20,Jharkhand(31),TWO WHEELER
M-CYCLE/SCOOTER-WITH SIDE CAR,2WT,0,Jharkhand(31),TWO WHEELER
M-CYCLE/SCOOTER-WITH SIDE CAR,TOTAL,20,Jharkhand(31),TWO WHEELER
MOPED,2WIC,0,Jharkhand(31),TWO WHEELER
MOPED,2WN,"4,078",Jharkhand(31),TWO WHEELER
MOPED,2WT,0,Jharkhand(31),TWO WHEELER
MOPED,TOTAL,"4,078",Jharkhand(31),TWO WHEELER
MOTORISED CYCLE (CC > 25CC),2WIC,0,Jharkhand(31),TWO WHEELER
MOTORISED CYCLE (CC > 25CC),2WN,"35,435",Jharkhand(31),TWO WHEELER
MOTORISED CYCLE (CC > 25CC),2WT,0,Jharkhand(31),TWO WHEELER
MOTORISED CYCLE (CC > 25CC),TOTAL,"35,435",Jharkhand(31),TWO WHEELER
E-RICKSHAW WITH CART (G),3WN,0,Jharkhand(31),THREE WHEELER
E-RICKSHAW WITH CART (G),3WT,138,Jharkhand(31),THREE WHEELER
E-RICKSHAW WITH CART (G),TOTAL,138,Jharkhand(31),THREE WHEELER
E-RICKSHAW(P),3WN,0,Jharkhand(31),THREE WHEELER
E-RICKSHAW(P),3WT,"5,522",Jharkhand(31),THREE WHEELER
E-RICKSHAW(P),TOTAL,"5,522",Jharkhand(31),THREE WHEELER
THREE WHEELER (GOODS),3WN,0,Jharkhand(31),THREE WHEELER
THREE WHEELER (GOODS),3WT,"1,608",Jharkhand(31),THREE WHEELER
THREE WHEELER (GOODS),TOTAL,"1,608",Jharkhand(31),THREE WHEELER
THREE WHEELER (PASSENGER),3WN,0,Jharkhand(31),THREE WHEELER
THREE WHEELER (PASSENGER),3WT,"4,483",Jharkhand(31),THREE WHEELER
THREE WHEELER (PASSENGER),TOTAL,"4,483",Jharkhand(31),THREE WHEELER
ADAPTED VEHICLE,4WIC,6,Jharkhand(31),FOUR WHEELER
ADAPTED VEHICLE,LMV,0,Jharkhand(31),FOUR WHEELER
ADAPTED VEHICLE,MMV,0,Jharkhand(31),FOUR WHEELER
ADAPTED VEHICLE,HMV,0,Jharkhand(31),FOUR WHEELER
ADAPTED VEHICLE,TOTAL,6,Jharkhand(31),FOUR WHEELER
MOTOR CAR,4WIC,0,Jharkhand(31),FOUR WHEELER
MOTOR CAR,LMV,"27,233",Jharkhand(31),FOUR WHEELER
MOTOR CAR,MMV,0,Jharkhand(31),FOUR WHEELER
MOTOR CAR,HMV,0,Jharkhand(31),FOUR WHEELER
MOTOR CAR,TOTAL,"27,233",Jharkhand(31),FOUR WHEELER
OMNI BUS (PRIVATE USE),4WIC,0,Jharkhand(31),FOUR WHEELER
OMNI BUS (PRIVATE USE),LMV,105,Jharkhand(31),FOUR WHEELER
OMNI BUS (PRIVATE USE),MMV,0,Jharkhand(31),FOUR WHEELER
OMNI BUS (PRIVATE USE),HMV,0,Jharkhand(31),FOUR WHEELER
OMNI BUS (PRIVATE USE),TOTAL,105,Jharkhand(31),FOUR WHEELER
AMBULANCE,2WT,1,Jharkhand(31),AMBULANCE/HEARSES
AMBULANCE,LPV,42,Jharkhand(31),AMBULANCE/HEARSES
AMBULANCE,MPV,0,Jharkhand(31),AMBULANCE/HEARSES
AMBULANCE,HPV,0,Jharkhand(31),AMBULANCE/HEARSES
AMBULANCE,LGV,3,Jharkhand(31),AMBULANCE/HEARSES
AMBULANCE,MGV,0,Jharkhand(31),AMBULANCE/HEARSES
AMBULANCE,HGV,0,Jharkhand(31),AMBULANCE/HEARSES
AMBULANCE,TOTAL,46,Jharkhand(31),AMBULANCE/HEARSES
CONSTRUCTION EQUIPMENT VEHICLE,LMV,1,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,OTH,11,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,HGV,0,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,MMV,0,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,MGV,0,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,LGV,0,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,TOTAL,14,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,HMV,2,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),HGV,0,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),MGV,0,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),OTH,781,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),LGV,0,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),LMV,9,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),TOTAL,845,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),HMV,24,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),MMV,31,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,HMV,0,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,HGV,0,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,LMV,0,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,TOTAL,9,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,MGV,0,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,LGV,0,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,MMV,2,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,OTH,7,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),LGV,0,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),MGV,4,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),LMV,0,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),MMV,0,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),HGV,4,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),OTH,0,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),HMV,0,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),TOTAL,8,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),OTH,1,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),LGV,0,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),MGV,0,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),HMV,0,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),MMV,0,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),LMV,0,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),HGV,0,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),TOTAL,1,Jharkhand(31),CONSTRUCTION EQUIPMENT VEHICLE
ARTICULATED VEHICLE,LGV,0,Jharkhand(31),GOODS VEHICLES
ARTICULATED VEHICLE,MGV,0,Jharkhand(31),GOODS VEHICLES
ARTICULATED VEHICLE,HGV,29,Jharkhand(31),GOODS VEHICLES
ARTICULATED VEHICLE,TOTAL,29,Jharkhand(31),GOODS VEHICLES
CASH VAN,LGV,5,Jharkhand(31),GOODS VEHICLES
CASH VAN,MGV,0,Jharkhand(31),GOODS VEHICLES
CASH VAN,HGV,0,Jharkhand(31),GOODS VEHICLES
CASH VAN,TOTAL,5,Jharkhand(31),GOODS VEHICLES
GOODS CARRIER,LGV,"4,172",Jharkhand(31),GOODS VEHICLES
GOODS CARRIER,MGV,114,Jharkhand(31),GOODS VEHICLES
GOODS CARRIER,HGV,"4,173",Jharkhand(31),GOODS VEHICLES
GOODS CARRIER,TOTAL,"8,459",Jharkhand(31),GOODS VEHICLES
BUS,LPV,181,Jharkhand(31),PUBLIC SERVICE VEHICLE
BUS,MPV,424,Jharkhand(31),PUBLIC SERVICE VEHICLE
BUS,HPV,42,Jharkhand(31),PUBLIC SERVICE VEHICLE
BUS,TOTAL,647,Jharkhand(31),PUBLIC SERVICE VEHICLE
CAMPER VAN / TRAILER,LPV,1,Jharkhand(31),PUBLIC SERVICE VEHICLE
CAMPER VAN / TRAILER,MPV,0,Jharkhand(31),PUBLIC SERVICE VEHICLE
CAMPER VAN / TRAILER,HPV,0,Jharkhand(31),PUBLIC SERVICE VEHICLE
CAMPER VAN / TRAILER,TOTAL,1,Jharkhand(31),PUBLIC SERVICE VEHICLE
OMNI BUS,LPV,118,Jharkhand(31),PUBLIC SERVICE VEHICLE
OMNI BUS,MPV,0,Jharkhand(31),PUBLIC SERVICE VEHICLE
OMNI BUS,HPV,0,Jharkhand(31),PUBLIC SERVICE VEHICLE
OMNI BUS,TOTAL,118,Jharkhand(31),PUBLIC SERVICE VEHICLE
CRANE MOUNTED VEHICLE,LMV,0,Jharkhand(31),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,OTH,0,Jharkhand(31),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,HGV,0,Jharkhand(31),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,MMV,1,Jharkhand(31),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,MGV,0,Jharkhand(31),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,LGV,0,Jharkhand(31),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,TOTAL,11,Jharkhand(31),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,HMV,10,Jharkhand(31),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,HGV,1,Jharkhand(31),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,MGV,0,Jharkhand(31),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,OTH,0,Jharkhand(31),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,LGV,0,Jharkhand(31),SPECIAL CATEGORY VEHICLES
